Date,OFR FSI,Credit,Equity valuation,Safe assets,Funding,Volatility,United States,Other advanced economies,Emerging markets
12/1/2015,-1.017,0.11,-0.091,-0.091,-0.281,-0.664,-0.565,-0.613,0.161
12/2/2015,-0.959,0.107,-0.057,-0.107,-0.261,-0.641,-0.493,-0.633,0.167
12/3/2015,-1.058,0.079,0.039,-0.182,-0.345,-0.649,-0.467,-0.749,0.158
12/4/2015,-1.148,0.099,0.037,-0.168,-0.322,-0.794,-0.62,-0.703,0.175
12/7/2015,-1.103,0.124,0.037,-0.147,-0.303,-0.814,-0.523,-0.782,0.202
12/8/2015,-0.877,0.158,0.114,-0.135,-0.315,-0.699,-0.448,-0.655,0.226
12/9/2015,-0.698,0.183,0.152,-0.129,-0.301,-0.603,-0.343,-0.584,0.229
12/10/2015,-0.61,0.19,0.179,-0.122,-0.286,-0.571,-0.338,-0.508,0.236
12/11/2015,-0.118,0.275,0.263,-0.09,-0.264,-0.302,-0.027,-0.384,0.293
12/14/2015,0.044,0.321,0.312,-0.121,-0.291,-0.177,-0.089,-0.151,0.284
12/15/2015,-0.18,0.28,0.247,-0.148,-0.306,-0.253,-0.207,-0.236,0.263
12/16/2015,-0.597,0.267,0.161,-0.169,-0.318,-0.538,-0.427,-0.424,0.254
12/17/2015,-0.651,0.267,0.143,-0.137,-0.282,-0.642,-0.276,-0.613,0.238
12/18/2015,-0.288,0.302,0.242,-0.101,-0.226,-0.505,-0.099,-0.45,0.261
12/21/2015,-0.326,0.312,0.247,-0.099,-0.202,-0.584,-0.148,-0.438,0.26
12/22/2015,-0.553,0.303,0.227,-0.119,-0.225,-0.739,-0.289,-0.511,0.247
12/23/2015,-0.716,0.288,0.141,-0.125,-0.222,-0.798,-0.349,-0.612,0.245
12/24/2015,-0.723,0.285,0.152,-0.118,-0.237,-0.805,-0.355,-0.61,0.242
12/28/2015,-0.606,0.293,0.17,-0.102,-0.236,-0.731,-0.307,-0.546,0.247
12/29/2015,-0.794,0.263,0.112,-0.129,-0.28,-0.76,-0.414,-0.623,0.243
12/30/2015,-0.646,0.271,0.145,-0.128,-0.233,-0.701,-0.314,-0.59,0.258
12/31/2015,-0.595,0.264,0.141,-0.115,-0.225,-0.66,-0.259,-0.588,0.252
1/4/2016,-0.085,0.292,0.307,-0.076,-0.232,-0.376,-0.12,-0.236,0.271
1/5/2016,-0.176,0.282,0.294,-0.057,-0.238,-0.457,-0.173,-0.267,0.264
1/6/2016,0.072,0.307,0.37,-0.023,-0.225,-0.357,-0.068,-0.15,0.29
1/7/2016,0.629,0.346,0.521,-0.016,-0.227,0.005,0.159,0.141,0.329
1/8/2016,0.799,0.354,0.576,0.004,-0.227,0.092,0.257,0.213,0.329
1/11/2016,0.778,0.37,0.598,-0.023,-0.211,0.044,0.194,0.217,0.367
1/12/2016,0.769,0.41,0.598,-0.005,-0.23,-0.004,0.107,0.282,0.38
1/13/2016,0.739,0.433,0.6,-0.009,-0.235,-0.05,0.263,0.096,0.38
1/14/2016,0.901,0.467,0.628,-0.018,-0.258,0.082,0.194,0.314,0.393
1/15/2016,1.517,0.548,0.753,0.02,-0.251,0.447,0.452,0.614,0.451
1/19/2016,1.333,0.567,0.732,0.004,-0.253,0.283,0.395,0.494,0.444
1/20/2016,1.978,0.663,0.892,0.049,-0.246,0.62,0.572,0.907,0.499
1/21/2016,2.011,0.651,0.882,0.034,-0.254,0.698,0.51,0.984,0.517
1/22/2016,1.493,0.585,0.665,0.009,-0.273,0.507,0.299,0.689,0.505
1/25/2016,1.502,0.592,0.7,0.031,-0.257,0.436,0.408,0.581,0.513
1/26/2016,1.518,0.598,0.688,0.036,-0.269,0.465,0.321,0.662,0.535
1/27/2016,1.48,0.579,0.655,0.032,-0.269,0.483,0.349,0.612,0.519
1/28/2016,1.53,0.566,0.667,0.035,-0.278,0.54,0.317,0.708,0.505
1/29/2016,1.27,0.575,0.514,0.037,-0.147,0.291,0.222,0.567,0.481
2/1/2016,1.056,0.555,0.483,0.026,-0.188,0.18,0.181,0.397,0.478
2/2/2016,1.427,0.623,0.585,0.07,-0.19,0.339,0.369,0.534,0.524
2/3/2016,1.791,0.637,0.649,0.091,-0.208,0.622,0.378,0.869,0.544
2/4/2016,1.822,0.642,0.633,0.109,-0.171,0.609,0.422,0.884,0.516
2/5/2016,2.016,0.653,0.709,0.121,-0.16,0.693,0.531,0.979,0.506
2/8/2016,2.596,0.745,0.795,0.171,-0.103,0.988,0.849,1.2,0.547
2/9/2016,3.11,0.807,0.904,0.181,-0.133,1.351,0.883,1.653,0.574
2/10/2016,3.092,0.814,0.899,0.219,-0.158,1.318,0.842,1.682,0.568
2/11/2016,3.71,0.888,1.009,0.259,-0.101,1.655,1.107,1.989,0.614
2/12/2016,3.568,0.85,0.974,0.212,-0.108,1.64,0.889,2.049,0.63
2/16/2016,2.808,0.817,0.77,0.188,-0.134,1.167,0.716,1.508,0.584
2/17/2016,2.502,0.768,0.694,0.179,-0.177,1.038,0.547,1.382,0.573
2/18/2016,2.428,0.764,0.658,0.227,-0.142,0.921,0.575,1.288,0.565
2/19/2016,2.511,0.766,0.698,0.234,-0.163,0.976,0.56,1.381,0.57
2/22/2016,2.239,0.737,0.603,0.234,-0.164,0.829,0.466,1.226,0.547
2/23/2016,2.38,0.746,0.662,0.259,-0.149,0.862,0.545,1.302,0.533
2/24/2016,2.571,0.754,0.716,0.258,-0.147,0.99,0.546,1.488,0.537
2/25/2016,2.272,0.759,0.629,0.252,-0.141,0.773,0.444,1.287,0.541
2/26/2016,2.126,0.722,0.593,0.229,-0.137,0.719,0.418,1.195,0.513
2/29/2016,2.247,0.695,0.607,0.27,-0.108,0.783,0.483,1.258,0.506
3/1/2016,1.766,0.624,0.496,0.221,-0.138,0.563,0.224,1.078,0.464
3/2/2016,1.505,0.586,0.393,0.214,-0.118,0.43,0.18,0.894,0.431
3/3/2016,1.372,0.567,0.364,0.22,-0.117,0.338,0.144,0.819,0.409
3/4/2016,1.15,0.509,0.323,0.192,-0.109,0.235,0.086,0.699,0.365
3/7/2016,1.178,0.491,0.322,0.193,-0.124,0.296,0.08,0.739,0.359
3/8/2016,1.419,0.523,0.382,0.23,-0.144,0.428,0.172,0.864,0.383
3/9/2016,1.35,0.485,0.369,0.193,-0.15,0.453,0.127,0.856,0.367
3/10/2016,1.122,0.431,0.379,0.165,-0.184,0.331,0.044,0.75,0.328
3/11/2016,0.676,0.361,0.277,0.146,-0.168,0.06,-0.102,0.474,0.304
3/14/2016,0.432,0.319,0.231,0.149,-0.183,-0.084,-0.14,0.279,0.293
3/15/2016,0.347,0.343,0.28,0.149,-0.209,-0.216,-0.158,0.223,0.282
3/16/2016,0.335,0.366,0.277,0.175,-0.179,-0.304,-0.193,0.229,0.299
3/17/2016,0.14,0.343,0.235,0.202,-0.227,-0.413,-0.3,0.195,0.245
3/18/2016,0.02,0.329,0.223,0.209,-0.212,-0.529,-0.361,0.174,0.207
3/21/2016,-0.076,0.296,0.223,0.189,-0.233,-0.551,-0.42,0.146,0.198
3/22/2016,-0.143,0.298,0.197,0.185,-0.216,-0.607,-0.396,0.071,0.182
3/23/2016,0,0.329,0.223,0.196,-0.221,-0.527,-0.307,0.106,0.201
3/24/2016,0.142,0.336,0.267,0.185,-0.207,-0.439,-0.284,0.229,0.197
3/28/2016,0.118,0.342,0.238,0.177,-0.219,-0.42,-0.261,0.186,0.193
3/29/2016,0.112,0.373,0.204,0.214,-0.172,-0.507,-0.292,0.19,0.214
3/30/2016,-0.106,0.341,0.161,0.202,-0.159,-0.651,-0.366,0.087,0.173
3/31/2016,-0.041,0.335,0.181,0.209,-0.127,-0.639,-0.294,0.053,0.2
4/1/2016,0.138,0.325,0.246,0.225,-0.123,-0.535,-0.337,0.267,0.208
4/4/2016,0.139,0.32,0.247,0.23,-0.135,-0.523,-0.298,0.226,0.211
4/5/2016,0.507,0.343,0.354,0.268,-0.153,-0.305,-0.186,0.462,0.231
4/6/2016,0.397,0.338,0.317,0.261,-0.15,-0.369,-0.27,0.438,0.229
4/7/2016,0.657,0.363,0.35,0.313,-0.145,-0.224,-0.111,0.533,0.235
4/8/2016,0.55,0.354,0.308,0.305,-0.122,-0.295,-0.147,0.458,0.239
4/11/2016,0.543,0.341,0.301,0.304,-0.121,-0.282,-0.118,0.438,0.223
4/12/2016,0.291,0.304,0.24,0.27,-0.127,-0.396,-0.239,0.327,0.203
4/13/2016,-0.003,0.27,0.116,0.268,-0.149,-0.508,-0.325,0.146,0.176
4/14/2016,-0.131,0.238,0.064,0.25,-0.159,-0.524,-0.347,0.055,0.161
4/15/2016,-0.089,0.244,0.073,0.275,-0.149,-0.532,-0.342,0.095,0.158
4/18/2016,0.012,0.24,0.095,0.26,-0.11,-0.473,-0.373,0.227,0.158
4/19/2016,-0.242,0.2,0,0.247,-0.107,-0.582,-0.421,0.041,0.138
4/20/2016,-0.253,0.172,-0.008,0.229,-0.103,-0.543,-0.445,0.061,0.131
4/21/2016,-0.249,0.143,-0.032,0.215,-0.102,-0.473,-0.414,0.031,0.134
4/22/2016,-0.309,0.146,-0.034,0.17,-0.075,-0.516,-0.447,0.001,0.137
4/25/2016,-0.237,0.137,-0.006,0.166,-0.094,-0.44,-0.442,0.058,0.147
4/26/2016,-0.302,0.125,-0.013,0.152,-0.108,-0.458,-0.483,0.037,0.144
4/27/2016,-0.327,0.134,-0.023,0.165,-0.093,-0.51,-0.465,-0.013,0.151
4/28/2016,-0.253,0.125,0.047,0.233,-0.097,-0.561,-0.391,-0.005,0.143
4/29/2016,-0.057,0.119,0.1,0.256,-0.096,-0.436,-0.344,0.144,0.143
5/2/2016,0.109,0.107,0.133,0.243,-0.077,-0.297,-0.377,0.331,0.155
5/3/2016,0.317,0.146,0.193,0.269,-0.073,-0.218,-0.29,0.424,0.183
5/4/2016,0.406,0.173,0.235,0.264,-0.071,-0.195,-0.247,0.453,0.2
5/5/2016,0.415,0.185,0.229,0.278,-0.08,-0.197,-0.224,0.432,0.207
5/6/2016,0.261,0.193,0.233,0.279,-0.083,-0.361,-0.306,0.372,0.195
5/9/2016,0.163,0.204,0.211,0.261,-0.087,-0.426,-0.32,0.273,0.21
5/10/2016,-0.059,0.2,0.129,0.243,-0.106,-0.525,-0.417,0.165,0.193
5/11/2016,0.051,0.197,0.154,0.26,-0.11,-0.45,-0.362,0.217,0.196
5/12/2016,-0.055,0.18,0.154,0.238,-0.118,-0.509,-0.39,0.158,0.177
5/13/2016,0.093,0.195,0.195,0.267,-0.114,-0.45,-0.308,0.207,0.194
5/16/2016,0.038,0.17,0.158,0.244,-0.119,-0.415,-0.364,0.221,0.181
5/17/2016,-0.011,0.165,0.16,0.239,-0.152,-0.423,-0.359,0.175,0.173
5/18/2016,-0.102,0.139,0.154,0.194,-0.177,-0.412,-0.381,0.113,0.166
5/19/2016,0.037,0.167,0.195,0.197,-0.143,-0.379,-0.31,0.148,0.199
5/20/2016,-0.202,0.157,0.143,0.195,-0.147,-0.55,-0.39,0.004,0.184
5/23/2016,-0.198,0.157,0.156,0.205,-0.165,-0.551,-0.403,0.03,0.175
5/24/2016,-0.398,0.142,0.097,0.181,-0.162,-0.656,-0.508,-0.061,0.171
5/25/2016,-0.571,0.123,0.018,0.177,-0.155,-0.734,-0.572,-0.15,0.151
5/26/2016,-0.6,0.131,0.013,0.188,-0.115,-0.817,-0.559,-0.192,0.151
5/27/2016,-0.723,0.121,-0.016,0.174,-0.118,-0.884,-0.595,-0.259,0.131
5/31/2016,-0.596,0.12,-0.032,0.168,-0.086,-0.766,-0.511,-0.221,0.136
6/1/2016,-0.543,0.12,-0.026,0.185,-0.098,-0.724,-0.523,-0.102,0.082
6/2/2016,-0.553,0.122,-0.006,0.207,-0.089,-0.787,-0.541,-0.094,0.082
6/3/2016,-0.493,0.139,-0.003,0.27,-0.058,-0.841,-0.513,-0.062,0.082
6/6/2016,-0.532,0.113,-0.031,0.238,-0.067,-0.785,-0.542,-0.05,0.06
6/7/2016,-0.66,0.093,-0.074,0.25,-0.081,-0.848,-0.565,-0.139,0.044
6/8/2016,-0.667,0.075,-0.096,0.26,-0.06,-0.846,-0.563,-0.123,0.019
6/9/2016,-0.496,0.083,-0.056,0.269,-0.065,-0.727,-0.513,-0.004,0.021
6/10/2016,-0.082,0.114,0.027,0.288,-0.062,-0.449,-0.328,0.206,0.04
6/13/2016,0.533,0.146,0.142,0.304,-0.053,-0.006,-0.139,0.604,0.068
6/14/2016,0.846,0.191,0.2,0.317,-0.017,0.155,-0.089,0.849,0.086
6/15/2016,0.732,0.204,0.172,0.324,-0.012,0.044,-0.12,0.769,0.083
6/16/2016,0.973,0.231,0.227,0.349,-0.051,0.217,-0.108,0.976,0.105
6/17/2016,0.78,0.196,0.184,0.336,-0.066,0.13,-0.133,0.811,0.102
6/20/2016,0.332,0.131,0.058,0.306,-0.087,-0.076,-0.269,0.523,0.078
6/21/2016,0.19,0.118,0.014,0.283,-0.114,-0.111,-0.3,0.427,0.063
6/22/2016,0.43,0.116,0.016,0.286,-0.114,0.126,-0.187,0.557,0.06
6/23/2016,-0.116,0.069,-0.068,0.229,-0.123,-0.223,-0.446,0.294,0.036
6/24/2016,1.535,0.244,0.295,0.4,-0.058,0.654,0.21,1.204,0.121
6/27/2016,1.61,0.303,0.386,0.453,-0.076,0.544,0.282,1.17,0.158
6/28/2016,0.937,0.279,0.285,0.422,-0.07,0.021,-0.028,0.821,0.144
6/29/2016,0.449,0.228,0.143,0.408,-0.039,-0.291,-0.189,0.526,0.112
6/30/2016,0.277,0.195,0.031,0.413,-0.006,-0.356,-0.19,0.375,0.092
7/1/2016,0.118,0.168,-0.001,0.427,-0.002,-0.474,-0.227,0.264,0.081
7/5/2016,0.403,0.176,0.059,0.47,0.023,-0.325,-0.096,0.395,0.104
7/6/2016,0.576,0.171,0.112,0.474,0.04,-0.221,-0.142,0.605,0.113
7/7/2016,0.483,0.16,0.091,0.478,0.032,-0.278,-0.168,0.543,0.108
7/8/2016,0.308,0.135,0.043,0.489,0.027,-0.386,-0.282,0.486,0.104
7/11/2016,0.001,0.08,-0.072,0.425,0.02,-0.452,-0.333,0.275,0.059
7/12/2016,-0.2,0.022,-0.147,0.348,0.012,-0.435,-0.388,0.14,0.048
7/13/2016,-0.231,0.03,-0.167,0.35,0.005,-0.449,-0.395,0.106,0.058
7/14/2016,-0.397,-0.004,-0.212,0.312,0.018,-0.511,-0.431,-0.011,0.045
7/15/2016,-0.4,-0.035,-0.222,0.311,0.046,-0.5,-0.377,-0.053,0.03
7/18/2016,-0.41,-0.028,-0.232,0.282,0.077,-0.509,-0.393,-0.049,0.032
7/19/2016,-0.418,-0.026,-0.24,0.294,0.073,-0.519,-0.409,-0.039,0.03
7/20/2016,-0.529,-0.04,-0.268,0.265,0.056,-0.542,-0.422,-0.125,0.018
7/21/2016,-0.417,-0.038,-0.271,0.29,0.108,-0.506,-0.318,-0.127,0.028
7/22/2016,-0.527,-0.049,-0.265,0.285,0.105,-0.603,-0.374,-0.177,0.024
7/25/2016,-0.508,-0.058,-0.263,0.285,0.113,-0.585,-0.351,-0.175,0.018
7/26/2016,-0.523,-0.042,-0.247,0.301,0.092,-0.627,-0.374,-0.163,0.014
7/27/2016,-0.53,-0.003,-0.283,0.314,0.13,-0.688,-0.349,-0.203,0.022
7/28/2016,-0.513,-0.012,-0.253,0.311,0.15,-0.709,-0.36,-0.166,0.013
7/29/2016,-0.767,-0.021,-0.279,0.375,0.095,-0.937,-0.428,-0.349,0.01
8/1/2016,-0.848,-0.026,-0.274,0.35,0.085,-0.983,-0.423,-0.417,-0.008
8/2/2016,-0.628,-0.043,-0.209,0.351,0.089,-0.816,-0.335,-0.29,-0.003
8/3/2016,-0.544,-0.037,-0.185,0.347,0.113,-0.782,-0.317,-0.245,0.018
8/4/2016,-0.659,-0.048,-0.221,0.368,0.125,-0.883,-0.311,-0.353,0.005
8/5/2016,-0.977,-0.087,-0.269,0.328,0.118,-1.067,-0.421,-0.526,-0.03
8/8/2016,-1.088,-0.116,-0.307,0.315,0.14,-1.12,-0.417,-0.619,-0.052
8/9/2016,-1.101,-0.112,-0.336,0.333,0.159,-1.145,-0.411,-0.636,-0.054
8/10/2016,-1.036,-0.114,-0.326,0.352,0.161,-1.109,-0.387,-0.593,-0.056
8/11/2016,-1.163,-0.14,-0.352,0.323,0.136,-1.13,-0.446,-0.642,-0.075
8/12/2016,-1.206,-0.134,-0.365,0.342,0.144,-1.193,-0.443,-0.68,-0.083
8/15/2016,-1.251,-0.173,-0.37,0.324,0.098,-1.13,-0.493,-0.661,-0.097
8/16/2016,-1.102,-0.182,-0.319,0.32,0.098,-1.019,-0.463,-0.539,-0.1
8/17/2016,-1.056,-0.174,-0.316,0.327,0.105,-0.998,-0.462,-0.505,-0.089
8/18/2016,-1.058,-0.17,-0.311,0.336,0.107,-1.02,-0.488,-0.478,-0.092
8/19/2016,-1.062,-0.192,-0.291,0.309,0.111,-0.999,-0.501,-0.466,-0.095
8/22/2016,-0.965,-0.187,-0.289,0.322,0.117,-0.928,-0.443,-0.446,-0.076
8/23/2016,-1.014,-0.197,-0.302,0.321,0.126,-0.962,-0.456,-0.476,-0.082
8/24/2016,-0.996,-0.201,-0.292,0.309,0.086,-0.898,-0.437,-0.489,-0.07
8/25/2016,-0.987,-0.202,-0.272,0.297,0.08,-0.89,-0.433,-0.479,-0.075
8/26/2016,-1.049,-0.228,-0.264,0.267,0.081,-0.905,-0.446,-0.503,-0.1
8/29/2016,-1.063,-0.223,-0.312,0.28,0.102,-0.91,-0.448,-0.532,-0.083
8/30/2016,-1.086,-0.219,-0.319,0.26,0.114,-0.922,-0.417,-0.582,-0.087
8/31/2016,-1.091,-0.216,-0.317,0.239,0.125,-0.922,-0.404,-0.612,-0.075
9/1/2016,-1.053,-0.217,-0.32,0.24,0.118,-0.874,-0.393,-0.6,-0.06
9/2/2016,-1.243,-0.228,-0.373,0.219,0.127,-0.988,-0.468,-0.699,-0.076
9/6/2016,-1.268,-0.221,-0.401,0.273,0.138,-1.057,-0.479,-0.697,-0.092
9/7/2016,-1.362,-0.232,-0.402,0.275,0.096,-1.099,-0.514,-0.74,-0.108
9/8/2016,-1.384,-0.255,-0.378,0.234,0.093,-1.078,-0.489,-0.785,-0.11
9/9/2016,-0.993,-0.236,-0.279,0.198,0.112,-0.788,-0.221,-0.695,-0.077
9/12/2016,-0.843,-0.188,-0.253,0.205,0.097,-0.704,-0.33,-0.455,-0.058
9/13/2016,-0.743,-0.19,-0.199,0.173,0.081,-0.608,-0.213,-0.468,-0.062
9/14/2016,-0.584,-0.141,-0.182,0.188,0.121,-0.57,-0.169,-0.375,-0.04
9/15/2016,-0.668,-0.145,-0.202,0.188,0.139,-0.648,-0.23,-0.393,-0.045
9/16/2016,-0.661,-0.138,-0.185,0.194,0.146,-0.678,-0.244,-0.376,-0.041
9/19/2016,-0.699,-0.146,-0.218,0.191,0.177,-0.703,-0.231,-0.41,-0.058
9/20/2016,-0.698,-0.149,-0.216,0.207,0.156,-0.696,-0.24,-0.397,-0.061
9/21/2016,-0.991,-0.168,-0.284,0.235,0.182,-0.956,-0.34,-0.579,-0.072
9/22/2016,-1.217,-0.193,-0.342,0.25,0.184,-1.116,-0.424,-0.694,-0.099
9/23/2016,-1.235,-0.187,-0.306,0.24,0.174,-1.156,-0.408,-0.747,-0.08
9/26/2016,-0.89,-0.165,-0.225,0.263,0.173,-0.936,-0.279,-0.56,-0.051
9/27/2016,-0.96,-0.139,-0.26,0.267,0.154,-0.982,-0.35,-0.558,-0.052
9/28/2016,-1.004,-0.124,-0.265,0.256,0.086,-0.957,-0.421,-0.547,-0.036
9/29/2016,-0.933,-0.133,-0.265,0.246,0.104,-0.885,-0.304,-0.593,-0.036
9/30/2016,-0.795,-0.135,-0.172,0.228,0.141,-0.857,-0.322,-0.466,-0.007
10/3/2016,-0.921,-0.157,-0.189,0.21,0.118,-0.903,-0.35,-0.549,-0.022
10/4/2016,-1.085,-0.18,-0.209,0.157,0.088,-0.941,-0.371,-0.67,-0.044
10/5/2016,-1.12,-0.193,-0.202,0.131,0.087,-0.943,-0.424,-0.656,-0.04
10/6/2016,-1.163,-0.207,-0.211,0.119,0.079,-0.943,-0.427,-0.684,-0.052
10/7/2016,-1.078,-0.202,-0.183,0.129,0.08,-0.902,-0.388,-0.648,-0.042
10/10/2016,-1.189,-0.204,-0.208,0.112,0.069,-0.958,-0.428,-0.711,-0.05
10/11/2016,-1.065,-0.22,-0.165,0.115,0.064,-0.859,-0.344,-0.672,-0.049
10/12/2016,-1.038,-0.213,-0.142,0.094,0.046,-0.823,-0.329,-0.664,-0.045
10/13/2016,-0.926,-0.209,-0.109,0.109,0.082,-0.799,-0.271,-0.623,-0.032
10/14/2016,-1.112,-0.217,-0.144,0.086,0.088,-0.925,-0.324,-0.737,-0.051
10/17/2016,-1.048,-0.203,-0.12,0.097,0.071,-0.893,-0.314,-0.7,-0.034
10/18/2016,-1.268,-0.213,-0.183,0.107,0.052,-1.031,-0.391,-0.827,-0.05
10/19/2016,-1.381,-0.229,-0.201,0.114,0.056,-1.121,-0.445,-0.875,-0.061
10/20/2016,-1.506,-0.239,-0.222,0.109,0.053,-1.207,-0.47,-0.976,-0.06
10/21/2016,-1.54,-0.25,-0.217,0.117,0.052,-1.242,-0.484,-1,-0.056
10/24/2016,-1.594,-0.264,-0.24,0.098,0.061,-1.249,-0.524,-1,-0.07
10/25/2016,-1.623,-0.263,-0.235,0.097,0.04,-1.262,-0.522,-1.026,-0.075
10/26/2016,-1.569,-0.249,-0.222,0.069,0.02,-1.187,-0.482,-1.013,-0.074
10/27/2016,-1.501,-0.254,-0.204,0.026,0.039,-1.108,-0.429,-1.001,-0.071
10/28/2016,-1.49,-0.239,-0.2,0.032,0.051,-1.134,-0.396,-1.005,-0.089
10/31/2016,-1.34,-0.223,-0.187,0.034,0.033,-0.997,-0.337,-0.913,-0.09
11/1/2016,-1.114,-0.2,-0.148,0.037,0.022,-0.825,-0.272,-0.763,-0.079
11/2/2016,-0.888,-0.174,-0.077,0.064,-0.034,-0.667,-0.211,-0.611,-0.066
11/3/2016,-0.761,-0.173,-0.064,0.059,-0.012,-0.571,-0.097,-0.598,-0.066
11/4/2016,-0.595,-0.155,-0.02,0.066,-0.009,-0.477,-0.053,-0.485,-0.057
11/7/2016,-1.099,-0.191,-0.141,0.027,-0.022,-0.772,-0.314,-0.698,-0.087
11/8/2016,-1.314,-0.213,-0.166,-0.001,-0.061,-0.873,-0.382,-0.822,-0.11
11/9/2016,-1.314,-0.208,-0.123,-0.048,-0.049,-0.886,-0.535,-0.675,-0.104
11/10/2016,-1.391,-0.204,-0.209,-0.106,-0.059,-0.813,-0.463,-0.847,-0.081
11/11/2016,-1.255,-0.2,-0.175,-0.118,-0.08,-0.682,-0.455,-0.745,-0.055
11/14/2016,-1.139,-0.145,-0.197,-0.165,-0.095,-0.537,-0.408,-0.724,-0.007
11/15/2016,-1.308,-0.198,-0.221,-0.165,-0.078,-0.646,-0.469,-0.84,0.001
11/16/2016,-1.266,-0.211,-0.238,-0.162,-0.057,-0.598,-0.431,-0.832,-0.003
11/17/2016,-1.403,-0.213,-0.258,-0.191,-0.053,-0.688,-0.477,-0.909,-0.017
11/18/2016,-1.305,-0.188,-0.253,-0.214,-0.053,-0.597,-0.442,-0.847,-0.016
11/21/2016,-1.361,-0.19,-0.292,-0.206,-0.065,-0.608,-0.483,-0.872,-0.006
11/22/2016,-1.515,-0.197,-0.323,-0.201,-0.087,-0.707,-0.566,-0.931,-0.018
11/23/2016,-1.514,-0.217,-0.317,-0.242,-0.1,-0.638,-0.553,-0.94,-0.021
11/25/2016,-1.486,-0.214,-0.354,-0.255,-0.077,-0.586,-0.524,-0.948,-0.014
11/28/2016,-1.357,-0.206,-0.332,-0.218,-0.066,-0.535,-0.477,-0.866,-0.014
11/29/2016,-1.359,-0.202,-0.33,-0.231,-0.071,-0.525,-0.488,-0.873,0.002
11/30/2016,-1.293,-0.216,-0.32,-0.294,-0.082,-0.381,-0.418,-0.89,0.015
12/1/2016,-1.122,-0.226,-0.324,-0.327,-0.06,-0.185,-0.36,-0.793,0.031
12/2/2016,-1.03,-0.212,-0.3,-0.288,-0.033,-0.197,-0.348,-0.723,0.041
12/5/2016,-1.312,-0.227,-0.319,-0.316,-0.036,-0.414,-0.461,-0.882,0.031
12/6/2016,-1.469,-0.252,-0.357,-0.323,-0.046,-0.491,-0.508,-0.978,0.017
12/7/2016,-1.6,-0.267,-0.422,-0.306,-0.082,-0.523,-0.559,-1.052,0.011
12/8/2016,-1.722,-0.283,-0.481,-0.325,-0.081,-0.552,-0.564,-1.152,-0.006
12/9/2016,-1.767,-0.305,-0.526,-0.353,-0.071,-0.512,-0.602,-1.15,-0.015
12/12/2016,-1.711,-0.323,-0.52,-0.361,-0.068,-0.439,-0.559,-1.146,-0.006
12/13/2016,-1.866,-0.34,-0.567,-0.357,-0.085,-0.517,-0.624,-1.217,-0.025
12/14/2016,-1.821,-0.352,-0.534,-0.392,-0.076,-0.467,-0.591,-1.202,-0.028
12/15/2016,-1.712,-0.341,-0.544,-0.422,0.005,-0.41,-0.486,-1.206,-0.02
12/16/2016,-1.738,-0.34,-0.554,-0.405,0.021,-0.46,-0.488,-1.23,-0.02
12/19/2016,-1.711,-0.33,-0.55,-0.365,0.04,-0.506,-0.51,-1.196,-0.005
12/20/2016,-1.823,-0.347,-0.574,-0.386,0.041,-0.557,-0.542,-1.269,-0.012
12/21/2016,-1.847,-0.345,-0.557,-0.375,0.047,-0.617,-0.551,-1.279,-0.017
12/22/2016,-1.843,-0.348,-0.536,-0.382,0.059,-0.636,-0.543,-1.291,-0.009
12/23/2016,-1.82,-0.347,-0.536,-0.367,0.046,-0.616,-0.561,-1.251,-0.008
12/27/2016,-1.789,-0.366,-0.54,-0.368,0.039,-0.554,-0.571,-1.195,-0.023
12/28/2016,-1.743,-0.349,-0.526,-0.35,0.004,-0.522,-0.534,-1.187,-0.022
12/29/2016,-1.652,-0.354,-0.503,-0.328,0.027,-0.494,-0.497,-1.121,-0.034
12/30/2016,-1.772,-0.348,-0.497,-0.343,-0.023,-0.561,-0.519,-1.176,-0.077
1/3/2017,-1.949,-0.37,-0.524,-0.356,-0.003,-0.696,-0.634,-1.182,-0.133
1/4/2017,-2.046,-0.383,-0.479,-0.353,-0.027,-0.804,-0.736,-1.17,-0.14
1/5/2017,-1.997,-0.379,-0.483,-0.303,0.006,-0.838,-0.704,-1.142,-0.151
1/6/2017,-2.179,-0.402,-0.481,-0.352,0,-0.944,-0.754,-1.256,-0.169
1/9/2017,-2.001,-0.394,-0.455,-0.322,0.029,-0.859,-0.668,-1.195,-0.138
1/10/2017,-1.988,-0.386,-0.451,-0.319,0.028,-0.86,-0.678,-1.167,-0.143
1/11/2017,-1.949,-0.379,-0.463,-0.323,0.036,-0.82,-0.662,-1.153,-0.134
1/12/2017,-1.914,-0.377,-0.437,-0.311,0.037,-0.826,-0.658,-1.107,-0.149
1/13/2017,-2.122,-0.391,-0.466,-0.319,0.022,-0.968,-0.708,-1.252,-0.162
1/17/2017,-1.942,-0.383,-0.397,-0.274,0.038,-0.926,-0.674,-1.113,-0.155
1/18/2017,-2.014,-0.399,-0.412,-0.333,0.04,-0.91,-0.668,-1.178,-0.168
1/19/2017,-1.945,-0.406,-0.4,-0.347,0.068,-0.86,-0.602,-1.184,-0.159
1/20/2017,-1.997,-0.407,-0.408,-0.353,0.086,-0.915,-0.64,-1.203,-0.154
1/23/2017,-1.871,-0.391,-0.381,-0.298,0.075,-0.876,-0.62,-1.098,-0.153
1/24/2017,-2.041,-0.417,-0.398,-0.34,0.063,-0.949,-0.72,-1.149,-0.172
